id,Code,Standard,R,Q,U,IS,X,L,desc,desc2,Form_Question,Status,new_item,img,imgurl
163,R13Q02,อุปกรณ์ปิดช่องว่างอัตโนมัติ,R13,Q02,NW,3,4,3,มีอุปกรณ์ปิดช่องว่างอัตโนมัติ (Auto Gap Filler) สำหรับปิดช่องว่างระหว่างชานชาลารถไฟฟ้าและพื้นสถานี (แพลตตินัม),มีอุปกรณ์ปิดช่องว่างอัตโนมัติ (Auto Gap Filler) สำหรับปิดช่องว่างระหว่างชานชาลารถไฟฟ้าและพื้นสถานี (แพลตตินัม),Q02 : อุปกรณ์ปิดช่องว่างอัตโนมัติ,on,no,,#VALUE!
164,R13Q03,ความกว้างของประตู,R13,Q03,NW,3,4,1,ความกว้างสุทธิของประตูผู้โดยสารต้องไม่น้อยกว่า 90cm,ความกว้างสุทธิของประตูผู้โดยสารต้องไม่น้อยกว่า 90 ซม.,Q03 : ความกว้างของประตู,on,no,,#VALUE!
165,R13Q04,ราวจับ,R13,Q04,MA,1,1,1,ราวจับบริเวณประตูต้องมีลักษณะกลม มีเส้นผ่านศูนย์กลาง 3cm - 4cm (หรือเส้นรอบวง 9.4cm - 12.6cm) พื้นผิวเรียบและไม่ลื่นหรือมีลักษณะที่เป็นอันตราย และติดตั้งอย่างมั่นคงแข็งแรง,ราวจับบริเวณประตูต้องมีลักษณะกลม มีเส้นผ่านศูนย์กลาง 3 ซม. - 4 ซม. (หรือเส้นรอบวง 9.4 ซม. - 12.6 ซม.) พื้นผิวเรียบและไม่ลื่นหรือมีลักษณะที่เป็นอันตราย และติดตั้งอย่างมั่นคงแข็งแรง,Q04 : ราวจับ,on,no,,#VALUE!
166,R13Q05,สีตัดกัน,R13,Q05,VA,1,2,3,ประตูรถไฟฟ้าต้องมีสีตัดกันของบานประตูกับผนังโดยรอบ (แพลตตินัม),ประตูยานพาหนะต้องมีสีตัดกันของบานประตูกับผนังโดยรอบ (แพลตตินัม),Q05 : สีตัดกัน,off,no,,#VALUE!
167,R13Q06,แสงสว่างเพียงพอ,R13,Q06,VA,1,1,1,ต้องมีแสงสว่างอย่างเพียงพอบริเวณประตูรถไฟฟ้า โดยเฉพาะในเวลากลางคืน,ต้องมีแสงสว่างอย่างเพียงพอบริเวณประตูรถไฟฟ้า โดยเฉพาะในเวลากลางคืน,Q06 : แสงสว่างเพียงพอ,off,no,,#VALUE!
168,R13Q07,ประตูรถหนีบ,R13,Q07,SF,1,2,1,มีระบบป้องกันประตูรถหนีบผู้โดยสาร โดยที่ประตูรถจะเปิดออกทันทีเมื่อหนีบผู้โดยสาร,มีระบบป้องกันประตูรถหนีบผู้โดยสาร โดยที่ประตูรถจะเปิดออกทันทีเมื่อหนีบผู้โดยสาร,Q07 : ประตูรถหนีบ,off,no,,#VALUE!
169,R13Q08,สัญลักษณ์รูปคนพิการนอกตัวรถ,R13,Q08,VA,1,1,1,มีสัญลักษณ์รูปคนพิการหรือเครื่องหมายแสดงให้ทราบขบวนรถไฟที่จัดไว้สำหรับคนพิการด้านนอกตัวรถหรือบริเวณประตูกั้นระหว่างชานชาลากับตัวรถ ขนาดป้ายไม่น้อยกว่า 15cm ใช้สีขาว-น้ำเงิน หากเป็นข้อความ ต้องใช้ภาษาไทยและอังกฤษ,มีสัญลักษณ์รูปคนพิการหรือเครื่องหมายแสดงให้ทราบขบวนรถไฟที่จัดไว้สำหรับคนพิการด้านนอกตัวรถหรือบริเวณประตูกั้นระหว่างชานชาลากับตัวรถ ขนาดป้ายไม่น้อยกว่า 15 ซม. ใช้สีขาว-น้ำเงิน หากเป็นข้อความ ต้องใช้ภาษาไทยและอังกฤษ,Q08 : สัญลักษณ์รูปคนพิการนอกตัวรถ,on,no,,#VALUE!
216,R13Q09,อุปกรณ์นำพาขึ้นและลงจากยานพาหนะ,R13,Q09,NW,,,,-,มีอุปกรณ์นำพาขึ้นลงได้อย่างปลอดภัย ไม่ลื่น และรับน้ำหนักได้ มีสัญญาณไฟเตือนเมื่ออุปกรณ์ทำงาน,Q09 : อุปกรณ์นำพาขึ้นและลงจากยานพาหนะ,on,no,https://drive.google.com/open?id=1329W0ADWc8K4XIYz5hLxNMQmFDWSb6aL&authuser=nati%40satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1329W0ADWc8K4XIYz5hLxNMQmFDWSb6aL&a
170,R14Q01,พื้นที่สำหรับจอดรถเข็น,R14,Q01,NW,1,4,1,พื้นที่สำหรับจอดรถเข็นคนพิการในรถไฟฟ้ามีความกว้างไม่น้อยกว่า 90cm ความยาวไม่น้อยกว่า 130cm อยู่ใกล้ประตูทางเข้า และมีพื้นผิวที่ไม่ลื่น,พื้นที่สำหรับจอดรถเข็นคนพิการในยานพาหนะมีความกว้างไม่น้อยกว่า 90 ซม. ความยาวไม่น้อยกว่า 130 ซม. อยู่ใกล้ประตูทางเข้า และมีพื้นผิวที่ไม่ลื่น,Q01 : พื้นที่สำหรับจอดรถเข็น,off,no,,#VALUE!
171,R14Q02,สัญลักษณ์รูปคนพิการ,R14,Q02,VA,1,1,1,ต้องมีสัญลักษณ์รูปคนพิการตรงพื้นที่สำหรับจอดรถเข็นคนพิการ ใช้สีขาว-น้ำเงินหรือน้ำเงิน-ขาว ขนาดไม่น้อยกว่า 15cm และเห็นได้ชัดเจน,ต้องมีสัญลักษณ์รูปคนพิการตรงพื้นที่สำหรับจอดรถเข็นคนพิการ ใช้สีขาว-น้ำเงินหรือน้ำเงิน-ขาว ขนาดไม่น้อยกว่า 15 ซม. และเห็นได้ชัดเจน,Q02 : สัญลักษณ์รูปคนพิการ,off,no,,#VALUE!
172,R14Q03,ข้อความกำหนด,R14,Q03,VA,1,1,1," มีข้อความ ""พื้นที่กำหนดให้ใช้เฉพาะผู้ใช้รถเข็นคนพิการ"" ตรงพื้นที่สำหรับจอดรถเข็นคนพิการ ทั้งภาษาไทยและอังกฤษ"," มีข้อความ ""พื้นที่กำหนดให้ใช้เฉพาะผู้ใช้รถเข็นคนพิการ"" ตรงพื้นที่สำหรับจอดรถเข็นคนพิการ ทั้งภาษาไทยและอังกฤษ",Q03 : ข้อความกำหนด,off,no,,#VALUE!
173,R14Q04,อุปกรณ์ยึดรถเข็น,R14,Q04,MA,1,2,1,อุปกรณ์สำหรับยึดรถเข็นคนพิการที่สามารถปลดออกได้ง่ายในกรณีเกิดเหตุฉุกเฉิน,อุปกรณ์สำหรับยึดรถเข็นคนพิการที่สามารถปลดออกได้ง่ายในกรณีเกิดเหตุฉุกเฉิน,Q04 : อุปกรณ์ยึดรถเข็น,off,no,,#VALUE!
174,R14Q05,ปุ่มฉุกเฉิน,R14,Q05,SF,2,2,1,มีปุ่มสัญญาณฉุกเฉินหยุดรถในบริเวณใกล้เคียงกับที่นั่งสำหรับคนพิการ สูงจากพื้น 90cm - 120cm เมื่อกดแล้วสัญญาณกริ่งและไฟกระพริบจะแสดงบริเวณที่นั่งของคนขับ,มีปุ่มสัญญาณฉุกเฉินหยุดรถในบริเวณใกล้เคียงกับที่นั่งสำหรับคนพิการ สูงจากพื้น 90 ซม. - 120 ซม. เมื่อกดแล้วสัญญาณกริ่งและไฟกระพริบจะแสดงบริเวณที่นั่งของคนขับ,Q05 : ปุ่มฉุกเฉิน,off,no,,#VALUE!
175,R14Q06,ที่นั่งสำหรับคนพิการ,R14,Q06,MA,1,1,1,จำนวนที่นั่งสำหรับคนพิการต้องไม่น้อยกว่า 2 ที่นั่งต่อขบวน,จำนวนที่นั่งสำหรับคนพิการต้องไม่น้อยกว่า 2 ที่นั่งต่อขบวน,Q06 : ที่นั่งสำหรับคนพิการ,off,no,,#VALUE!
176,R14Q07,ราวจับข้างที่นั่ง,R14,Q07,MA,2,2,1,ราวจับข้างที่นั่งสำหรับคนพิการต้องมีลักษณะกลม มีเส้นผ่านศูนย์กลาง 3cm - 4cm (หรือเส้นรอบวง 9.4cm - 12.6cm) และมั่นคงแข็งแรง,ราวจับข้างที่นั่งสำหรับคนพิการต้องมีลักษณะกลม มีเส้นผ่านศูนย์กลาง 3 ซม. - 4 ซม. (หรือเส้นรอบวง 9.4 ซม. - 12.6 ซม.) และมั่นคงแข็งแรง,Q07 : ราวจับข้างที่นั่ง,off,no,,#VALUE!
177,R14Q08,ป้ายแสดงตำแหน่งที่นั่ง,R14,Q08,VA,1,1,1,ป้ายสัญลักษณ์แสดงตำแหน่งที่นั่งสำหรับคนพิการใช้สีขาว-น้ำเงินหรือน้ำเงินขาว มีขนาดไม่น้อยกว่า 15cm และเห็นได้ชัดเจน,ป้ายสัญลักษณ์แสดงตำแหน่งที่นั่งสำหรับคนพิการใช้สีขาว-น้ำเงินหรือน้ำเงินขาว มีขนาดไม่น้อยกว่า 15 ซม. และเห็นได้ชัดเจน,Q08 : ป้ายแสดงตำแหน่งที่นั่ง,off,no,,#VALUE!
178,R14Q09,พื้นที่สำหรับเก็บรถเข็น,R14,Q09,MA,2,1,1,พื้นที่สำหรับเก็บรถเข็นคนพิการ,พื้นที่สำหรับเก็บรถเข็นคนพิการ,Q09 : พื้นที่สำหรับเก็บรถเข็น,off,no,,#VALUE!
179,R14Q10,ความกว้างทางเดินภายในยานพาหนะ,R14,Q10,NW,3,2,1,ทางเดินในรถไฟฟ้าต้องมีความกว้างสุทธิไม่น้อยกว่า 150cm และพื้นผิวทางเดินไม่ลื่น,ทางเดินในรถไฟฟ้าต้องมีความกว้างสุทธิไม่น้อยกว่า 150 ซม. และพื้นผิวทางเดินไม่ลื่น,Q10 : ความกว้างทางเดินภายในยานพาหนะ,off,no,,#VALUE!
180,R14Q11,การแจ้งสถานีถัดไป (เสียง),R14,Q11,AA,1,2,2,ประกาศแจ้งชื่อสถานีถัดไปและข้อมูลภายในรถไฟฟ้าด้วยเสียงพูดมากกว่า 1 ภาษา ได้ยินชัดเจนทุกบริเวณ และประกาศล่วงหน้าเพื่อให้มีเวลาเตรียมตัว โดยให้ประกาศ 2 ครั้ง คือ ทันทีที่รถออกเดินทาง และประกาศอีกครั้งก่อนถึงสถานีถัดไป,ประกาศแจ้งชื่อสถานีถัดไปและข้อมูลภายในรถไฟฟ้าด้วยเสียงพูดมากกว่า 1 ภาษา ได้ยินชัดเจนทุกบริเวณ และประกาศล่วงหน้าเพื่อให้มีเวลาเตรียมตัว โดยให้ประกาศ 2 ครั้ง คือ ทันทีที่รถออกเดินทาง และประกาศอีกครั้งก่อนถึงสถานีถัดไป,Q11 : การแจ้งสถานีถัดไป (เสียง),off,no,,#VALUE!
181,R14Q12,การแจ้งสถานีถัดไป (ป้าย),R14,Q12,VA,1,2,2,ประกาศแจ้งชื่อสถานีถัดไปและข้อมูลภายในรถไฟฟ้าด้วยป้ายข้อความมากกว่า 1 ภาษา และแสดงป้ายข้อมูลล่วงหน้าเพื่อให้มีเวลาเตรียมตัว,ประกาศแจ้งชื่อสถานีถัดไปและข้อมูลภายในรถไฟฟ้าด้วยป้ายข้อความมากกว่า 1 ภาษา และแสดงป้ายข้อมูลล่วงหน้าเพื่อให้มีเวลาเตรียมตัว,Q12 : การแจ้งสถานีถัดไป (ป้าย),off,no,,#VALUE!
182,R14Q13,เครื่องลดสัญญานเสียงรบกวน,R14,Q13,NH,1,1,3," มีเครื่องลดสัญญาณเสียงรบกวนสำหรับผู้ใช้เครื่องช่วยฟังหรือประสาทหูเทียม (Hearing Induction Loop, HIL) ภายในขบวนรถไฟฟ้าเพื่อให้ฟังเสียงประกาศได้ชัดเจน พร้อมมีป้ายสัญลักษณ์และข้อความอธิบายสีขาว-น้ำเงินหรือน้ำเงิน-ขาว (แพลตตินัม)"," มีเครื่องลดสัญญาณเสียงรบกวนสำหรับผู้ใช้เครื่องช่วยฟังหรือประสาทหูเทียม (Hearing Induction Loop, HIL) ภายในขบวนรถไฟฟ้าเพื่อให้ฟังเสียงประกาศได้ชัดเจน พร้อมมีป้ายสัญลักษณ์และข้อความอธิบายสีขาว-น้ำเงินหรือน้ำเงิน-ขาว (แพลตตินัม)",Q13 : เครื่องลดสัญญานเสียงรบกวน,off,no,,#VALUE!
183,R14Q14,ป้ายไฟวิ่ง,R14,Q14,NH,1,2,2," มีป้ายไฟวิ่งเพื่อให้ผู้โดยสารทราบข้อมูลเส้นทาง สถานีปัจจุบันและสถานีถัดไป
"," มีป้ายไฟวิ่งเพื่อให้ผู้โดยสารทราบข้อมูลเส้นทาง สถานีปัจจุบันและสถานีถัดไป
",Q14 : ป้ายไฟวิ่ง,off,no,,#VALUE!
184,R15Q01,คู่มือการช่วยคนพิการ,R15,Q01,SV,1,1,1,ต้องมีคู่มือให้คำแนะนำการช่วยคนพิการแต่ละประเภทเบื้องต้นซึ่งมีเนื้อหาสาระครอบคลุมทุกประเภทความพิการ,ต้องมีคู่มือให้คำแนะนำการช่วยคนพิการแต่ละประเภทเบื้องต้นซึ่งมีเนื้อหาสาระครอบคลุมทุกประเภทความพิการ ได้แก่ 1) ความพิการทางการเห็น 2) ความพิการทางการได้ยินหรือสื่อความหมาย 3) ความพิการทางการเคลื่อนไหวหรือทางร่างกาย 4) ความพิการทางจิตใจและพฤติกรรม 5) ความพิการทางสติปัญญา 6) ความพิการทางการเรียนรู้ 7) ความพิการทางออทิสติก,Q01 : คู่มือการช่วยคนพิการ,on,no,,#VALUE!
185,R15Q02,คู่มือแปลภาษา,R15,Q02,SV,1,1,2,มีคู่มือแปลภาษาที่สอดคล้องกับความต้องการของคนพิการแต่ละประเภทเพื่อทราบความต้องการและสื่อสารกันได้,มีคู่มือแปลภาษาที่สอดคล้องกับความต้องการของคนพิการแต่ละประเภทเพื่อทราบความต้องการและสื่อสารกันได้,Q02 : คู่มือแปลภาษา,on,no,,#VALUE!
186,R15Q03,ป้ายตัวอักษร/สัญลักษณ์,R15,Q03,SV,1,1,1,มีป้ายตัวอักษรหรือสัญลักษณ์ที่สื่อความหมายให้คนพิการเข้าใจได้และมองเห็นได้อย่างชัดเจน,มีป้ายตัวอักษรหรือสัญลักษณ์ที่สื่อความหมายให้คนพิการเข้าใจได้และมองเห็นได้อย่างชัดเจน,Q03 : ป้ายตัวอักษร/สัญลักษณ์,off,no,,#VALUE!
187,R15Q04,อบรมเจ้าหน้าที่,R15,Q04,SV,1,1,1,มีเจ้าหน้าที่ที่ได้รับการฝึกอบรมในเบื้องต้นเกี่ยวกับการสื่อสารกับคนพิการแต่ละประเภทอย่างน้อย 1 คน,มีเจ้าหน้าที่ที่ได้รับการฝึกอบรมในเบื้องต้นเกี่ยวกับการสื่อสารกับคนพิการแต่ละประเภทอย่างน้อย 1 คน,Q04 : อบรมเจ้าหน้าที่,on,no,,#VALUE!
188,R15Q05,ความรู้ของเจ้าหน้าที่,R15,Q05,SV,1,1,1," เจ้าหน้าที่มีความรู้และความเข้าใจเกี่ยวกับการใช้งานอุปกรณ์หรือสิ่งอำนวยความสะดวกสำหรับคนพิการ
"," เจ้าหน้าที่มีความรู้และความเข้าใจเกี่ยวกับการใช้งานอุปกรณ์หรือสิ่งอำนวยความสะดวกสำหรับคนพิการ
",Q05 : ความรู้ของเจ้าหน้าที่,on,no,,#VALUE!
189,R15Q06,ภาษาซึ่งแสดงความเคารพ,R15,Q06,SV,1,1,1," ใช้ภาษาซึ่งแสดงความเคารพในป้ายสัญลักษณ์ ไม่ใช้คำอย่างเช่น ทุพพลภาพ, ความต้องการพิเศษ, ประตูพิเศษ,โปรดเอื้อเฟื้อ, handicapped, invalid, crippled, special needs ฯลฯ ซึ่งเป็นภาษาที่แสดงถึงการตีตรา ความด้อย ขาด ไม่ครบ ต้องได้รับการช่วยเหลือหรือสงเคราะห์"," ใช้ภาษาซึ่งแสดงความเคารพในป้ายสัญลักษณ์ ไม่ใช้คำอย่างเช่น ทุพพลภาพ, ความต้องการพิเศษ, ประตูพิเศษ,โปรดเอื้อเฟื้อ, handicapped, invalid, crippled, special needs ฯลฯ ซึ่งเป็นภาษาที่แสดงถึงการตีตรา ความด้อย ขาด ไม่ครบ ต้องได้รับการช่วยเหลือหรือสงเคราะห์",Q06 : ภาษาซึ่งแสดงความเคารพ,on,no,,#VALUE!
190,R16Q01,การเข้าถึงทุกฝั่งถนน,R16,Q01,VC,3,4,1,ทางเข้า-ออกมี สิ่งอำนวยความสะดวก สำหรับคนพิการและผู้สูงอายุ เช่น ลิฟต์ ทางลาด เป็นต้น กรณีทางเข้า-ออกไม่มี สิ่งอำนวยความสะดวกต้องมีทางเข้าออกใกล้เคียงที่มี สิ่งอำนวยความสะดวกและต้องอยู่ห่างออกไปไม่เกิน 200m,ทางเข้า-ออกมี สิ่งอำนวยความสะดวก สำหรับคนพิการและผู้สูงอายุ เช่น ลิฟต์ ทางลาด เป็นต้น กรณีทางเข้า-ออกไม่มี สิ่งอำนวยความสะดวกต้องมีทางเข้าออกใกล้เคียงที่มี สิ่งอำนวยความสะดวกและต้องอยู่ห่างออกไปไม่เกิน 200m,Q01 : การเข้าถึงทุกฝั่งถนน,off,no,,#VALUE!
191,R16Q02,ทางเดินเท้าเชื่อมต่อในระยะ 250m,R16,Q02,VC,3,4,1,คนพิการต้องสามารถเดินทางเชื่อมต่อกับระบบขนส่งอื่นๆ หรือสถานที่สำคัญในระยะ 250 เมตรจากทางเข้าออกทั้งด้านซ้ายและขวาได้,คนพิการต้องสามารถเดินทางเชื่อมต่อกับระบบขนส่งอื่นๆในระยะ 250 เมตรจากทางเข้าออกทั้งด้านซ้ายและขวาได้,Q02 : ทางเดินเท้าเชื่อมต่อในระยะ 250m,off,no,,#VALUE!
192,R16Q03,จุดข้ามถนน,R16,Q03,VC,3,2,1,หากคนพิการต้องข้ามถนนจากบริเวณใกล้เคียงมาที่สถานี หรือต้องการข้ามถนนไปใช้ทางเข้าออกฝั่งตรงข้าม ต้องจัดให้มีจุดข้ามถนนทุกในจุดที่จำเป็น สามารถข้ามถนนได้อย่างปลอดภัยโดยไม่เสียเวลาและค่าใช้จ่ายเพิ่มเติม เช่น นั่งแท็กซี่ข้ามถนน,หากคนพิการต้องข้ามถนนจากบริเวณใกล้เคียงมาที่สถานี หรือต้องการข้ามถนนไปใช้ทางเข้าออกฝั่งตรงข้าม ต้องจัดให้มีจุดข้ามถนนทุกในจุดที่จำเป็น สามารถข้ามถนนได้อย่างปลอดภัยโดยไม่เสียเวลาและค่าใช้จ่ายเพิ่มเติม เช่น นั่งแท็กซี่ข้ามถนน,Q03 : จุดข้ามถนน,off,no,,#VALUE!
193,R16Q04,ความปลอดภัยในการใช้งาน,R16,Q04,VC,3,2,1,สิ่งอำนวยความสะดวกหรืออุปกรณ์ที่นำมาใช้เพื่อการเข้าถึงหรือการเชื่อมต่อไปยังพื้นที่ใกล้เคียงต้องมีความปลอดภัย (หากไม่มี สิ่งอำนวยความสะดวกไม่ต้องทำข้อนี้และข้อที่เหลือ),สิ่งอำนวยความสะดวกหรืออุปกรณ์ที่นำมาใช้เพื่อการเข้าถึงหรือการเชื่อมต่อไปยังพื้นที่ใกล้เคียงต้องมีความปลอดภัย (หากไม่มี สิ่งอำนวยความสะดวกไม่ต้องทำข้อนี้และข้อที่เหลือ),Q04 : ความปลอดภัยในการใช้งาน,off,no,,#VALUE!
194,R16Q05,ความอิสระในการใช้งาน,R16,Q05,VC,3,2,1,สิ่งอำนวยความสะดวกหรืออุปกรณ์ที่นำมาใช้เพื่อการเข้าถึงหรือการเชื่อมต่อไปยังพื้นที่ใกล้เคียงต้องใช้งานได้อย่างอิสระ ใช้เวลาน้อย และไม่ขัดขวางหรือกีดขวางการใช้งานของผู้อื่น,สิ่งอำนวยความสะดวกหรืออุปกรณ์ที่นำมาใช้เพื่อการเข้าถึงหรือการเชื่อมต่อไปยังพื้นที่ใกล้เคียงต้องใช้งานได้อย่างอิสระ ใช้เวลาน้อย และไม่ขัดขวางหรือกีดขวางการใช้งานของผู้อื่น,Q05 : ความอิสระในการใช้งาน,off,no,,#VALUE!
195,R16Q06,ความปลอดภัย,R16,Q06,VC,3,2,1,บริเวณที่มีลิฟต์ ทางลาดหรือ สิ่งอำนวยความสะดวกต้องมีความปลอดภัยตลอดเวลาที่ให้บริการ ไม่ห่างไกลจากการดูแลของเจ้าหน้าที่ และผู้ใช้ต้องไม่เดินทางผ่านสถานที่ซึ่งเสี่ยงต่อความปลอดภัยต่อชีวิตและทรัพย์สิน,บริเวณที่มีลิฟต์ ทางลาดหรือ สิ่งอำนวยความสะดวกต้องมีความปลอดภัยตลอดเวลาที่ให้บริการ ไม่ห่างไกลจากการดูแลของเจ้าหน้าที่ และผู้ใช้ต้องไม่เดินทางผ่านสถานที่ซึ่งเสี่ยงต่อความปลอดภัยต่อชีวิตและทรัพย์สิน,Q06 : ความปลอดภัย,off,no,,#VALUE!
217,R17Q01,ความกว้างช่องทางเดินในพื้นที่,R17,Q01,NW,1,2,1,-,ทางเดินในพื้นที่ต้องมีความกว้างสุทธิไม่น้อยกว่า 90 ซม.,Q01 : ความกว้างช่องทางเดินในพื้นที่,off,no,,#VALUE!
218,R17Q02,สภาพพื้นผิวภายในอาคาร,R17,Q02,NW,1,1,1,-,พื้นผิวของทางเดินบริเวณชานชาลาต้องรียบเสมอกัน ไม่มีรอยสะดุด ลื่นหรือมีลักษณะที่เป็นอันตราย,Q02 : สภาพพื้นผิวภายในอาคาร,off,no,,#VALUE!
219,R17Q03,ความต่างระดับในพื้นที่,R17,Q03,NW,1,1,1,-,พื้นผิวของทางเดินต้องเรียบเสมอกันและไม่ลื่น หากมีความต่างระดับกันไม่เกิน 2 ซม. ให้ปาดมุมไม่เกิน 45 องศา หากต่างระดับกันเกิน 2 ซม. ควรยกพื้นให้เสมอกันหรือมีทางลาดที่ได้มาตรฐาน,Q03 : ความต่างระดับในพื้นที่,off,no,,#VALUE!
220,R17Q04,สิ่งกีดขวางระดับพื้น,R17,Q04,TA,2,1,1,-,ต้องไม่มีวัตถุหรือสิ่งกีดขวางในระดับพื้นทางเดิน หากมี ต้องจัดให้อยู่ในแนวเดียวกัน มีพื้นผิวต่างสัมผัสเตือนหรือกั้นสิ่งกีดขวาง ห่างจากสิ่งกีดขวางไม่น้อยกว่า 30 ซม.,Q04 : สิ่งกีดขวางระดับพื้น,off,no,,#VALUE!
221,R17Q05,สิ่งกีดขวางระดับศีรษะ,R17,Q05,SF,2,2,1,-,ต้องไม่มีสิ่งกีดขวางในแนวทางเดินระดับศีรษะ เช่น ป้ายหรือวัตถุที่แขวนระดับศีรษะ หากมี ต้องอยู่สูงจากพื้นไม่น้อยกว่า 2m,Q05 : สิ่งกีดขวางระดับศีรษะ,off,no,,#VALUE!
222,R17Q06,จำนวนที่นั่งพักคอย,R17,Q06,MA,1,1,1,จำนวนที่นั่งสำหรับคนพิการต้องไม่น้อยกว่า 2 ที่นั่งต่อขบวน,มีจำนวนที่นั่งตามมาตรฐานที่กำหนด,Q06 : จำนวนที่นั่งพักคอย,on,no,https://drive.google.com/open?id=12nPrAk_fzxLxz0HeiMp2zSP99ofGZPau&authuser=nati%40satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=12nPrAk_fzxLxz0HeiMp2zSP99ofGZPau&a
223,R17Q07,ราวจับข้างที่นั่ง,R17,Q07,MA,2,2,1,ราวจับข้างที่นั่งสำหรับคนพิการต้องมีลักษณะกลม มีเส้นผ่านศูนย์กลาง 3cm - 4cm (หรือเส้นรอบวง 9.4cm - 12.6cm) และมั่นคงแข็งแรง,ราวจับข้างที่นั่งสำหรับคนพิการมีลักษณะกลม และมีเส้นผ่านศูนย์กลาง 3-4 ซม. (เส้นรอบวง 9.4-12.6 ซม.),Q07 : ราวจับข้างที่นั่ง,on,no,,#VALUE!
224,R17Q08,ป้ายแสดงตำแหน่งที่นั่ง,R17,Q08,VA,1,1,1,ป้ายสัญลักษณ์แสดงตำแหน่งที่นั่งสำหรับคนพิการใช้สีขาว-น้ำเงินหรือน้ำเงินขาว มีขนาดไม่น้อยกว่า 15cm และเห็นได้ชัดเจน,ป้ายสัญลักษณ์แสดงตำแหน่งที่นั่งสำหรับคนพิการใช้สีขาว-น้ำเงินหรือน้ำเงินขาว มีขนาดไม่น้อยกว่า 15 ซม. และเห็นได้ชัดเจน,Q08 : ป้ายแสดงตำแหน่งที่นั่ง,on,no,https://drive.google.com/open?id=13cVQl-ha-ZRww2LNePY-w_HJZdVoidKf&authuser=nati%40satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=13cVQl-ha-ZRww2LNePY-w_HJZdVoidKf&a
225,R17Q09,สัญลักษณ์รูปคนพิการ,R17,Q09,VA,1,1,1,ต้องมีสัญลักษณ์รูปคนพิการตรงพื้นที่สำหรับจอดรถเข็นคนพิการ ใช้สีขาว-น้ำเงินหรือน้ำเงิน-ขาว ขนาดไม่น้อยกว่า 15cm และเห็นได้ชัดเจน,ต้องมีสัญลักษณ์รูปคนพิการตรงพื้นที่สำหรับจอดรถเข็นคนพิการ ใช้สีขาว-น้ำเงินหรือน้ำเงิน-ขาว ขนาดไม่น้อยกว่า 15 ซม. และเห็นได้ชัดเจน,Q09 : สัญลักษณ์รูปคนพิการ,on,no,,#VALUE!
226,R17Q10,ข้อความกำหนด,R17,Q10,VA,1,1,1," มีข้อความ ""พื้นที่กำหนดให้ใช้เฉพาะผู้ใช้รถเข็นคนพิการ"" ตรงพื้นที่สำหรับจอดรถเข็นคนพิการ ทั้งภาษาไทยและอังกฤษ",มีข้อความเป็นคำที่สื่อถึงที่เหมาะสม ตรงพื้นที่สำหรับจอดรถเข็นคนพิการ ทั้งภาษาไทยและอังกฤษ,Q10 : ข้อความกำหนด,on,no,,#VALUE!
227,R17Q11,การแจ้งข้อมูลการให้บริการ(เสียง),R17,Q11,AA,1,2,2,ประกาศแจ้งชื่อสถานีถัดไปและข้อมูลภายในรถไฟฟ้าด้วยเสียงพูดมากกว่า 1 ภาษา ได้ยินชัดเจนทุกบริเวณ และประกาศล่วงหน้าเพื่อให้มีเวลาเตรียมตัว โดยให้ประกาศ 2 ครั้ง คือ ทันทีที่รถออกเดินทาง และประกาศอีกครั้งก่อนถึงสถานีถัดไป,ประกาศข้อมูลที่เป็นประโยชน์สําหรับคนพิการทางการเห็น มีเสียงดังและสามารถได้ยินอย่างชัดเจนทุกบริเวณ,Q11 : การแจ้งข้อมูลการให้บริการ(เสียง),on,no,,#VALUE!
228,R17Q12,การแจ้งข้อมูลการให้บริการ(ป้าย),R17,Q12,VA,1,2,2,ประกาศแจ้งชื่อสถานีถัดไปและข้อมูลภายในรถไฟฟ้าด้วยป้ายข้อความมากกว่า 1 ภาษา และแสดงป้ายข้อมูลล่วงหน้าเพื่อให้มีเวลาเตรียมตัว,ตัวอักษรไฟวิ่งหรือป้ายแสดงความหมายสําหรับคนพิการทางการได้ยินหรือสื่อความหมาย ตัวอักษรไฟวิ่งหรือปูายแสดงความหมายควรมีขนาดใหญ่ เพียงพอสําหรับการมองเห็นได้อย่างชัดเจน โดยติดตั้งในบริเวณที่สามารถมองเห็นได้อย่างชัดเจน และจัดให้มีแสงส่องสว่าง เป็นพิเศษทั้งกลางวันและกลางคืน,Q12 : การแจ้งข้อมูลการให้บริการ(ป้าย),on,no,,#VALUE!
229,R17Q13,ท่อระบายน้ำ,R17,Q13,NW,1,1,1,หากบนทางเดินมีท่อระบายน้ำหรือรางระบายน้ำ ต้องมีฝาปิดสนิท หากมีตะแกรง ขนาดของรูตะแกรงต้องไม่เกิน 13mm และวางขวางกับทิศทางสัญจร,หากบนทางเดินมีท่อระบายน้ำหรือรางระบายน้ำ ต้องมีฝาปิดสนิท หากมีตะแกรง ขนาดของรูตะแกรงต้องไม่เกิน 13 มม. และวางขวางกับทิศทางสัญจร,Q13 : ท่อระบายน้ำ,off,no,,#VALUE!
