id,R_ID,Q_ID,Q_code,Question,Q_status,IS,X,L,Q_detail,QA_id,Q_img,Q_Check,Q_Comment,desc,A_code,a_type,a_no,A2_code,g_choice,status,ans_id,g_ans,remark,skip,end,multiple choice,add,q,A_Check,A_Comment,edit gude,EDITED
,R17,Q09,R17Q09,สัญลักษณ์รูปคนพิการ,on,1,1,1, ต้องมีสัญลักษณ์รูปคนพิการตรงพื้นที่สำหรับจอดรถเข็นคนพิการ ใช้สีขาว-น้ำเงินหรือน้ำเงิน-ขาว ขนาดไม่น้อยกว่า 15 ซม. และเห็นได้ชัดเจน,,,ไม่เข้าใจ,,,,M,3,M3,เห็นได้ไม่ชัดเจน,on,,M3 : เห็นได้ไม่ชัดเจน,,,,,,,ผ่าน,,,TRUE
,R17,Q09,R17Q09,สัญลักษณ์รูปคนพิการ,on,1,1,1, ต้องมีสัญลักษณ์รูปคนพิการตรงพื้นที่สำหรับจอดรถเข็นคนพิการ ใช้สีขาว-น้ำเงินหรือน้ำเงิน-ขาว ขนาดไม่น้อยกว่า 15 ซม. และเห็นได้ชัดเจน,,,ไม่เข้าใจ,,,,M,4,M4,ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,on,,M4 : ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,,,,,,,ไม่เข้าใจ,"แล้วติ้ก M1-M3 เป็นความหมายเดียวกับข้อนี้หรือเปล่านะ, ใน form ไม่มี M4",ปรับเป็น checkbox,TRUE
,R17,Q09,R17Q09,สัญลักษณ์รูปคนพิการ,on,1,1,1, ต้องมีสัญลักษณ์รูปคนพิการตรงพื้นที่สำหรับจอดรถเข็นคนพิการ ใช้สีขาว-น้ำเงินหรือน้ำเงิน-ขาว ขนาดไม่น้อยกว่า 15 ซม. และเห็นได้ชัดเจน,,,ไม่เข้าใจ,,,,D,1,D1,ไม่มีสัญลักษณ์รูปคนพิการ,on,,D1 : ไม่มีสัญลักษณ์รูปคนพิการ,,,,,,,ผ่าน,,,TRUE
,R17,Q10,R17Q10,ข้อความกำหนด,on,1,1,1, มีข้อความเป็นคำที่สื่อถึงที่เหมาะสม ตรงพื้นที่สำหรับจอดรถเข็นคนพิการ ทั้งภาษาไทยและอังกฤษ,,,ไม่เข้าใจ,ต้องเป็นคำนี้เป๊ะๆเลยใช่ไหมนะ,,,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,,,,,,ผ่าน,,ปรับคำ เป็นคำที่สื่อถึงที่เหมาะสม,TRUE
,R17,Q10,R17Q10,ข้อความกำหนด,on,1,1,1, มีข้อความเป็นคำที่สื่อถึงที่เหมาะสม ตรงพื้นที่สำหรับจอดรถเข็นคนพิการ ทั้งภาษาไทยและอังกฤษ,,,ไม่เข้าใจ,,,,M,1,M1,มีข้อความดังกล่าวเฉพาะภาษาไทย,on,,M1 : มีข้อความดังกล่าวเฉพาะภาษาไทย,,,,,,,ผ่าน,,,TRUE
,R17,Q10,R17Q10,ข้อความกำหนด,on,1,1,1, มีข้อความเป็นคำที่สื่อถึงที่เหมาะสม ตรงพื้นที่สำหรับจอดรถเข็นคนพิการ ทั้งภาษาไทยและอังกฤษ,,,ไม่เข้าใจ,,,,D,1,D1,ไม่มีข้อความดังกล่าว,on,,D1 : ไม่มีข้อความดังกล่าว,,,,,,,ผ่าน,,,TRUE
,R17,Q11,R17Q11,การแจ้งข้อมูลการให้บริการ(เสียง),on,1,2,2,ประกาศข้อมูลที่เป็นประโยชน์สําหรับคนพิการทางการเห็น มีเสียงดังและสามารถได้ยินอย่างชัดเจนทุกบริเวณ ,,,ไม่เข้าใจ,ตกลงว่าเป็นการประกาศแจ้งสถานีถัดไป (เสียง) ในฟอร์ม หรือประกาศข้อมูลที่เป็นประโยชน์ ในชีท ถ้าประกาศข้อมูลที่เป็นประโยชน์คือข้อมูลอะไร,P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,0,0,0,0,ความปลอดภัย,ผ่าน,,,TRUE
,R17,Q11,R17Q11,การแจ้งข้อมูลการให้บริการ(เสียง),on,1,2,2,ประกาศข้อมูลที่เป็นประโยชน์สําหรับคนพิการทางการเห็น มีเสียงดังและสามารถได้ยินอย่างชัดเจนทุกบริเวณ ,,,ไม่เข้าใจ,,M2: มีเสียงประกาศเพียง 1 ภาษา,M2,M,1,M1,มีเสียงประกาศเพียง 1 ภาษา,on,,M1 : มีเสียงประกาศเพียง 1 ภาษา,,0,0,0,0,ความปลอดภัย,ผ่าน,,,TRUE
,R17,Q11,R17Q11,การแจ้งข้อมูลการให้บริการ(เสียง),on,1,2,2,ประกาศข้อมูลที่เป็นประโยชน์สําหรับคนพิการทางการเห็น มีเสียงดังและสามารถได้ยินอย่างชัดเจนทุกบริเวณ ,,,ไม่เข้าใจ,,M3: ประกาศในเวลากระชั้นชิด,M3,-,1,-,ประกาศในเวลากระชั้นชิด,off,,- : ประกาศในเวลากระชั้นชิด,,0,0,0,0,ความปลอดภัย,ผ่าน,,เอาออก,TRUE
,R17,Q11,R17Q11,การแจ้งข้อมูลการให้บริการ(เสียง),on,1,2,2,ประกาศข้อมูลที่เป็นประโยชน์สําหรับคนพิการทางการเห็น มีเสียงดังและสามารถได้ยินอย่างชัดเจนทุกบริเวณ ,,,ไม่เข้าใจ,,M4: ประกาศเพียงครั้งเดียว,M4,-,2,-,ประกาศเพียงครั้งเดียว,off,,- : ประกาศเพียงครั้งเดียว,,0,0,0,0,ความปลอดภัย,ไม่เข้าใจ,ประกาศติดกันสองครั้งก็ได้ใช่ไหมนะ,เอาออก,TRUE
,R17,Q11,R17Q11,การแจ้งข้อมูลการให้บริการ(เสียง),on,1,2,2,ประกาศข้อมูลที่เป็นประโยชน์สําหรับคนพิการทางการเห็น มีเสียงดังและสามารถได้ยินอย่างชัดเจนทุกบริเวณ ,,,ไม่เข้าใจ,,M5: ได้ยินไม่ชัดเจนหรือมีเสียงข้อมูลอื่นรบกวนมากเกินไป,M5,M,1,M2,ได้ยินไม่ชัดเจนหรือมีเสียงข้อมูลอื่นรบกวนมากเกินไป,on,,M2 : ได้ยินไม่ชัดเจนหรือมีเสียงข้อมูลอื่นรบกวนมากเกินไป,,0,0,0,0,ความปลอดภัย,ไม่เข้าใจ,ถ้าคนแถวที่ไปตรวจคุยกันเสียงดังจนไม่ได้ยินเสียงประกาศ ก็นับเป็นได้ยินไม่ชัดใช่ไหมนะ,,TRUE
,R17,Q11,R17Q11,การแจ้งข้อมูลการให้บริการ(เสียง),,,,,,,,,,M6: ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,M6,M,2,M5,ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,off,,M5 : ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,,0,0,5,0,ความปลอดภัย,,,,
,R17,Q11,R17Q11,การแจ้งข้อมูลการให้บริการ(เสียง),on,1,2,2,ประกาศข้อมูลที่เป็นประโยชน์สําหรับคนพิการทางการเห็น มีเสียงดังและสามารถได้ยินอย่างชัดเจนทุกบริเวณ ,,,ไม่เข้าใจ,,D7: ไม่มีการประกาศข้อมูลล่วงหน้า,D7,D,1,D1,ไม่มีการประกาศข้อมูลล่วงหน้า,on,,D1 : ไม่มีการประกาศข้อมูลล่วงหน้า,,0,0,0,0,ความปลอดภัย,ไม่เข้าใจ,ประกาศข้อมูลหรือประกาศแจ้งสถานีถัดไป,,TRUE
,R17,Q12,R17Q12,การแจ้งข้อมูลการให้บริการ(ป้าย),on,1,2,2,ตัวอักษรไฟวิ่งหรือป้ายแสดงความหมายสําหรับคนพิการทางการได้ยินหรือสื่อความหมาย ตัวอักษรไฟวิ่งหรือปูายแสดงความหมายควรมีขนาดใหญ่ เพียงพอสําหรับการมองเห็นได้อย่างชัดเจน โดยติดตั้งในบริเวณที่สามารถมองเห็นได้อย่างชัดเจน และจัดให้มีแสงส่องสว่าง เป็นพิเศษทั้งกลางวันและกลางคืน,,,ไม่เข้าใจ,"เขียนผิด ""หรือป้ายแสดงความหมาย""+ต้องเป็นป้ายไฟเท่านั้นหรือเปล่า หรือเป็นป้ายอะไรก็ได้+ถ้าไปตรวจตอนกลางวันก็แค่ดูว่ามีไฟหรือเปล่าใช่ไหม+เงื่อนไขเป็นของทุกป้ายในบริเวณนั้นเลยใช่ไหมนะ+ป้ายสำหรับแจ้งสถานีถัดไปหรือป้ายให้ข้อมูล+ปรับคำ",P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,0,0,0,0,ความปลอดภัย,ไม่เข้าใจ,ผ่านทุกประการคือมีป้ายข้อมูล มีป้ายไฟ เห็นชัด มีไฟสำหรับตอนกลางคืน ทุกป้ายในบริเวณนั้นใช่ไหมนะ,ปรับคำ มีส่วนแสดงข้อมูลภาพหรืออักษรสำหรับผู้พิการทางการได้ยิน,TRUE
,R17,Q12,R17Q12,การแจ้งข้อมูลการให้บริการ(ป้าย),on,1,2,2,ตัวอักษรไฟวิ่งหรือป้ายแสดงความหมายสําหรับคนพิการทางการได้ยินหรือสื่อความหมาย ตัวอักษรไฟวิ่งหรือปูายแสดงความหมายควรมีขนาดใหญ่ เพียงพอสําหรับการมองเห็นได้อย่างชัดเจน โดยติดตั้งในบริเวณที่สามารถมองเห็นได้อย่างชัดเจน และจัดให้มีแสงส่องสว่าง เป็นพิเศษทั้งกลางวันและกลางคืน,,,ไม่เข้าใจ,,M2: มีเพียง 1 ภาษา,M2,M,1,M1,มีเพียง 1 ภาษา,on,,M1 : มีเพียง 1 ภาษา,,0,0,0,0,ความปลอดภัย,ผ่าน,,เพิ่มช่องคอมเมนต์,TRUE
,R17,Q12,R17Q12,การแจ้งข้อมูลการให้บริการ(ป้าย),on,1,2,2,ตัวอักษรไฟวิ่งหรือป้ายแสดงความหมายสําหรับคนพิการทางการได้ยินหรือสื่อความหมาย ตัวอักษรไฟวิ่งหรือปูายแสดงความหมายควรมีขนาดใหญ่ เพียงพอสําหรับการมองเห็นได้อย่างชัดเจน โดยติดตั้งในบริเวณที่สามารถมองเห็นได้อย่างชัดเจน และจัดให้มีแสงส่องสว่าง เป็นพิเศษทั้งกลางวันและกลางคืน,,,ไม่เข้าใจ,,M3: แสดงป้ายในเวลากระชั้นชิด,M3,M,2,M3,แสดงป้ายในเวลากระชั้นชิด,off,,M3 : แสดงป้ายในเวลากระชั้นชิด,,0,0,0,0,ความปลอดภัย,ผ่าน,,เอา่ออก,TRUE
,R17,Q12,R17Q12,การแจ้งข้อมูลการให้บริการ(ป้าย),on,1,2,2,ตัวอักษรไฟวิ่งหรือป้ายแสดงความหมายสําหรับคนพิการทางการได้ยินหรือสื่อความหมาย ตัวอักษรไฟวิ่งหรือปูายแสดงความหมายควรมีขนาดใหญ่ เพียงพอสําหรับการมองเห็นได้อย่างชัดเจน โดยติดตั้งในบริเวณที่สามารถมองเห็นได้อย่างชัดเจน และจัดให้มีแสงส่องสว่าง เป็นพิเศษทั้งกลางวันและกลางคืน,,,ไม่เข้าใจ,,M4: ป้ายมีขนาด <15cm,M4,M,3,M2,ป้ายมีขนาดเล็กกว่า 15 ซม. ,on,,M2 : ป้ายมีขนาดเล็กกว่า 15 ซม. ,,0,0,0,0,ความปลอดภัย,ไม่เข้าใจ,ขนาดคือความกว้าง*ยาวใช่ไหมนะ แล้วถ้าป้ายใหญ่แต่ตัวอักษรไม่ใหญ่นับมั้ย,,TRUE
,R17,Q12,R17Q12,การแจ้งข้อมูลการให้บริการ(ป้าย),,,,,,,,,,M5: ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,M5,M,4,M4,ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,off,,M4 : ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,,0,0,5,0,ความปลอดภัย,,,,
,R17,Q12,R17Q12,การแจ้งข้อมูลการให้บริการ(ป้าย),on,1,2,2,ตัวอักษรไฟวิ่งหรือป้ายแสดงความหมายสําหรับคนพิการทางการได้ยินหรือสื่อความหมาย ตัวอักษรไฟวิ่งหรือปูายแสดงความหมายควรมีขนาดใหญ่ เพียงพอสําหรับการมองเห็นได้อย่างชัดเจน โดยติดตั้งในบริเวณที่สามารถมองเห็นได้อย่างชัดเจน และจัดให้มีแสงส่องสว่าง เป็นพิเศษทั้งกลางวันและกลางคืน,,,ไม่เข้าใจ,,D6: ไม่มีการแสดงป้ายข้อมูลล่วงหน้า,D6,D,1,D1,ไม่มีการแสดงป้ายข้อมูลล่วงหน้า,on,,D1 : ไม่มีการแสดงป้ายข้อมูลล่วงหน้า,,0,0,0,0,ความปลอดภัย,ไม่เข้าใจ,"น่าจะต้องใข้คำว่าไม่มีป้ายแสดงข้อมูลล่วงหน้าไหมนะ, ป้ายสำหรับแจ้งสถานีถัดไปหรือป้ายให้ข้อมูล",,TRUE
,R17,Q13,R17Q13,ท่อระบายน้ำ,on,1,1,1, หากบนทางเดินมีท่อระบายน้ำหรือรางระบายน้ำ ต้องมีฝาปิดสนิท หากมีตะแกรง ขนาดของรูตะแกรงต้องไม่เกิน 13 มม. และวางขวางกับทิศทางสัญจร,,,ไม่เข้าใจ,ปรับคำ บนทางเดินมีท่อหรือรางระบายน้ำที่มีฝาปิดสนิท หรือปิดด้วยตะแกรงที่มีขนาดรูไม่เกิน 13 มม. และแนวตะแกรงวางไม่ขนานกับทางสัญจร (?),,,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,,,,,,ผ่าน,,OFF,TRUE
,R17,Q13,R17Q13,ท่อระบายน้ำ,on,1,1,1, หากบนทางเดินมีท่อระบายน้ำหรือรางระบายน้ำ ต้องมีฝาปิดสนิท หากมีตะแกรง ขนาดของรูตะแกรงต้องไม่เกิน 13 มม. และวางขวางกับทิศทางสัญจร,,,ผ่าน,,,,P,2,P2,ไม่มีท่อระบายน้ำหรือรางระบายน้ำบนชานชาลา,on,,P2 : ไม่มีท่อระบายน้ำหรือรางระบายน้ำบนชานชาลา,,,,,,,ผ่าน,,,TRUE
,R17,Q13,R17Q13,ท่อระบายน้ำ,on,1,1,1, หากบนทางเดินมีท่อระบายน้ำหรือรางระบายน้ำ ต้องมีฝาปิดสนิท หากมีตะแกรง ขนาดของรูตะแกรงต้องไม่เกิน 13 มม. และวางขวางกับทิศทางสัญจร,,,ผ่าน,,,,M,1,M1,ขนาดรูตะแกรงใหญ่กว่า 13 มม. และวางในแนวขวางกับทางสัญจร,on,,M1 : ขนาดรูตะแกรงใหญ่กว่า 13 มม. และวางในแนวขวางกับทางสัญจร,,,,,,,ไม่เข้าใจ,ปรับคำ ไม่ขนานกับทางสัญจร (?),,TRUE
,R17,Q13,R17Q13,ท่อระบายน้ำ,on,1,1,1, หากบนทางเดินมีท่อระบายน้ำหรือรางระบายน้ำ ต้องมีฝาปิดสนิท หากมีตะแกรง ขนาดของรูตะแกรงต้องไม่เกิน 13 มม. และวางขวางกับทิศทางสัญจร,,,ผ่าน,,,,D,1,D1,ไม่มีฝาปิดสนิท,on,,D1 : ไม่มีฝาปิดสนิท,,,,,,,ไม่เข้าใจ,ไม่ปิดด้วยฝาหรือตะแกรง,,TRUE
,R17,Q13,R17Q13,ท่อระบายน้ำ,on,1,1,1, หากบนทางเดินมีท่อระบายน้ำหรือรางระบายน้ำ ต้องมีฝาปิดสนิท หากมีตะแกรง ขนาดของรูตะแกรงต้องไม่เกิน 13 มม. และวางขวางกับทิศทางสัญจร,,,ผ่าน,,,,D,2,D2,ขนาดรูตะแกรงใหญ่กว่า 13 มม. และวางในแนวขนานกับทางสัญจร,on,,D2 : ขนาดรูตะแกรงใหญ่กว่า 13 มม. และวางในแนวขนานกับทางสัญจร,,,,,,,ผ่าน,,,TRUE
,R05,Q11,R05Q11,แผนผังสถานี,on,1,1,1,มีแผนผังสถานีที่รองรับการใช้งานสำหรับผู้พิการทางสายตา และมีความสูงระหว่าง 70-75 ซม.,,https://drive.google.com/open?id=116bH17pqjE6jXsWu26teJhVLX3uGGPsg&authuser=nati%40satarana.com&usp=drive_fs,ไม่เข้าใจ,"ความสูงคือความสูงตำแหน่งของแผนผังจากพื้นหรือความสูงของขนาดป้าย+ปรับคำ 1.มีแผนผังสถานี ผู้พิการทางสายตาสามารถใช้งานได้ 
2.ตำแหน่งแผนผังมีความสูงจากพื้นในระยะ 70-75 ซม. (?)",,,P,1,P1,มีแผนผังสถานีที่รองรับการใช้งานสำหรับผู้พิการทางสายตา และมีความสูงระหว่าง 70-75 ซม.,on,,P1 : มีแผนผังสถานีที่รองรับการใช้งานสำหรับผู้พิการทางสายตา และมีความสูงระหว่าง 70-75 ซม.,,,,,,,ไม่เข้าใจ,รองรับคือมีอักษรเบลล์หรือมีเสียงใช่ไหมนะ+ปรับคำ สูงจากพื้นในระยะ 70-75 ซม. ,ย้ายไป R05,TRUE
,R05,Q11,R05Q11,แผนผังสถานี,on,1,1,1,มีแผนผังสถานีที่รองรับการใช้งานสำหรับผู้พิการทางสายตา และมีความสูงระหว่าง 70-75 ซม.,,https://drive.google.com/open?id=116bH17pqjE6jXsWu26teJhVLX3uGGPsg&authuser=nati%40satarana.com&usp=drive_fs,ไม่เข้าใจ,,,,M,1,M1,มีแผนผัง แต่ไม่รองรับผู้พิการทางสายตา,on,,M1 : มีแผนผัง แต่ไม่รองรับผู้พิการทางสายตา,,,,,,,ผ่าน,,,TRUE
,R05,Q11,R05Q11,แผนผังสถานี,on,1,1,1,มีแผนผังสถานีที่รองรับการใช้งานสำหรับผู้พิการทางสายตา และมีความสูงระหว่าง 70-75 ซม.,,https://drive.google.com/open?id=116bH17pqjE6jXsWu26teJhVLX3uGGPsg&authuser=nati%40satarana.com&usp=drive_fs,ไม่เข้าใจ,,,,M,2,M2,มีแผนผัง แต่อยู่สูงกว่า 75 ซม.,on,,M2 : มีแผนผัง แต่อยู่สูงกว่า 75 ซม.,,,,,,,ไม่เข้าใจ,วัดยังไง,,TRUE
,R05,Q11,R05Q11,แผนผังสถานี,on,1,1,1,มีแผนผังสถานีที่รองรับการใช้งานสำหรับผู้พิการทางสายตา และมีความสูงระหว่าง 70-75 ซม.,,https://drive.google.com/open?id=116bH17pqjE6jXsWu26teJhVLX3uGGPsg&authuser=nati%40satarana.com&usp=drive_fs,ไม่เข้าใจ,,,,D,1,D1,ไม่มีแผนผังสถานีในอาคาร,on,,D1 : ไม่มีแผนผังสถานีในอาคาร,,,,,,,ผ่าน,,,TRUE
,R18,Q01,R18Q01,ความกว้างเส้นทางออกฉุกเฉิน,on,1,1,1, ทางเท้าในพื้นที่สถานี ต้องมีความกว้างไม่น้อยกว่า 150 ซม.  และช่องทางสัญจรที่แคบที่สุดต้องไม่น้อยกว่า 90 ซม.,,,ไม่เข้าใจ,ต้องเป็นทางเฉพาะทางหนีไฟหรือเปล่า  กรณีไม่มีป้ายหนีไฟ หรือทางหนีไฟ ต้องทำหรือเปล่า,,,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,,,,,,ผ่าน,,เช็กความกว้างทางกม.,TRUE
,R18,Q01,R18Q01,ความกว้างเส้นทางออกฉุกเฉิน,on,1,1,1, ทางเท้าในพื้นที่สถานี ต้องมีความกว้างไม่น้อยกว่า 150 ซม.  และช่องทางสัญจรที่แคบที่สุดต้องไม่น้อยกว่า 90 ซม.,,,ไม่เข้าใจ,,,,M,1,M1,มีบางจุดที่ทางเท้ามีความกว้างระหว่าง 90 - 150 ซม.,on,,M1 : มีบางจุดที่ทางเท้ามีความกว้างระหว่าง 90 - 150 ซม.,,,,,,,ไม่เข้าใจ,ต้องแก้เป็น ทางเท้าที่กว้างที่สุดไม่ถึง 150 CM แต่ใหญ่กว่า 90 Cm หรือเปล่านะ,เพิ่ม มีหรือไม่มีทางออกฉุกเฉิน,TRUE
,R18,Q01,R18Q01,ความกว้างเส้นทางออกฉุกเฉิน,on,1,1,1, ทางเท้าในพื้นที่สถานี ต้องมีความกว้างไม่น้อยกว่า 150 ซม.  และช่องทางสัญจรที่แคบที่สุดต้องไม่น้อยกว่า 90 ซม.,,,ไม่เข้าใจ,,,,D,1,D1,มีทางเดินบางจุดแคบกว่า 90 ซม.,on,,D1 : มีทางเดินบางจุดแคบกว่า 90 ซม.,,,,,,,ไม่เข้าใจ,หรือ จุดที่แคบที่สุด แคบกว่า 90 cm,เพิ่ิ่มข้อ จุดรวมพล,TRUE
,R18,Q02,R18Q02,สภาพพื้นผิวภายในอาคาร,on,1,1,1, พื้นผิวของทางเดินบริเวณชานชาลาต้องรียบเสมอกัน ไม่มีรอยสะดุด ลื่นหรือมีลักษณะที่เป็นอันตราย,,,ผ่าน,,,,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,,,,,,ผ่าน,,,TRUE
,R18,Q02,R18Q02,สภาพพื้นผิวภายในอาคาร,on,1,1,1, พื้นผิวของทางเดินบริเวณชานชาลาต้องรียบเสมอกัน ไม่มีรอยสะดุด ลื่นหรือมีลักษณะที่เป็นอันตราย,,,ผ่าน,,,,D,1,D1,ไม่เรียบเสมอกัน สะดุด ลื่นหรือมีลักษณะที่เป็นอันตราย,on,,D1 : ไม่เรียบเสมอกัน สะดุด ลื่นหรือมีลักษณะที่เป็นอันตราย,,,,,,,ไม่เข้าใจ,ควรมีข้อ ไม่เรียบแต่ไม่อันตรายายไหมนะ ไม่งั้นจะไม่รู้เลยว่าตอบข้อไหน,,TRUE
,R18,Q03,R18Q03,ความต่างระดับในพื้นที่,on,1,1,1, พื้นผิวของทางเดินต้องเรียบเสมอกันและไม่ลื่น หากมีความต่างระดับกันไม่เกิน 2 ซม. ให้ปาดมุมไม่เกิน 45 องศา หากต่างระดับกันเกิน 2 ซม. ควรยกพื้นให้เสมอกันหรือมีทางลาดที่ได้มาตรฐาน (ความลาดเอียงไม่เกิน 5 องศา),,,ไม่เข้าใจ,"คิดว่าควรตัด ""พื้นผิวของทางเท้าต้องเรียบเสมอกันและไม่ลื่น"" ออก และใช้คำว่า 1.ทางเดินมีพื้นผิวต่างระดับ ไม่เกิน 2 ซม. มีปาดมุมที่ไม่เกิน 45 องศา และ/หรือ 2.ทางต่างระดับเกิน 2 ซม. แต่มีทางลาดที่ได้มาตราฐาน ",,,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,,,,,,ผ่าน,,,TRUE
,R18,Q03,R18Q03,ความต่างระดับในพื้นที่,on,1,1,1, พื้นผิวของทางเดินต้องเรียบเสมอกันและไม่ลื่น หากมีความต่างระดับกันไม่เกิน 2 ซม. ให้ปาดมุมไม่เกิน 45 องศา หากต่างระดับกันเกิน 2 ซม. ควรยกพื้นให้เสมอกันหรือมีทางลาดที่ได้มาตรฐาน (ความลาดเอียงไม่เกิน 5 องศา),,,ไม่เข้าใจ,,,,M,1,M1,ต่างระดับและมีทางลาดซึ่งมีความลาดเอียงไม่เกิน 1:10 หรือมีสิ่งทดแทนทางลาด,off,,M1 : ต่างระดับและมีทางลาดซึ่งมีความลาดเอียงไม่เกิน 1:10 หรือมีสิ่งทดแทนทางลาด,,,,,,,ไม่เข้าใจ,มีความรู้สึกว่า 1. ทำไมหลักการลาดเอียงของทางลาดมีหลายขนาดจัง และ 2. สิ่งทดแทนทางลาด ควรผ่าน P1 ไปแล้วมากกว่านะพี่,,TRUE
,R18,Q03,R18Q03,ความต่างระดับในพื้นที่,on,1,1,1, พื้นผิวของทางเดินต้องเรียบเสมอกันและไม่ลื่น หากมีความต่างระดับกันไม่เกิน 2 ซม. ให้ปาดมุมไม่เกิน 45 องศา หากต่างระดับกันเกิน 2 ซม. ควรยกพื้นให้เสมอกันหรือมีทางลาดที่ได้มาตรฐาน (ความลาดเอียงไม่เกิน 5 องศา),,,-,,,,M,2,M2,ต่างระดับและมีทางลาดซึ่งมีความลาดเอียงไม่เกิน 1:8  (7 องศา),on,,M2 : ต่างระดับและมีทางลาดซึ่งมีความลาดเอียงไม่เกิน 1:8  (7 องศา),,,,,,,ไม่เข้าใจ,มีความรู้สึกว่า 1. ทำไมหลักการลาดเอียงของทางลาดมีหลายขนาดจัง และ 2. สิ่งทดแทนทางลาด ควรผ่าน P1 ไปแล้วมากกว่านะพี่,,TRUE
,R18,Q03,R18Q03,ความต่างระดับในพื้นที่,on,1,1,1, พื้นผิวของทางเดินต้องเรียบเสมอกันและไม่ลื่น หากมีความต่างระดับกันไม่เกิน 2 ซม. ให้ปาดมุมไม่เกิน 45 องศา หากต่างระดับกันเกิน 2 ซม. ควรยกพื้นให้เสมอกันหรือมีทางลาดที่ได้มาตรฐาน (ความลาดเอียงไม่เกิน 5 องศา),,,-,,,,D,1,D1,มีความต่างระดับเกิน 2 ซม. แต่ไม่มีทางลาดหรือสิ่งทดแทนทางลาด,on,,D1 : มีความต่างระดับเกิน 2 ซม. แต่ไม่มีทางลาดหรือสิ่งทดแทนทางลาด,,,,,,,ไม่เข้าใจ,มีความต่างระดับเกิน 2 ซม. แต่ไม่มีทางลาดหรือสิ่งทดแทนทางลาด,,TRUE
,R18,Q03,R18Q03,ความต่างระดับในพื้นที่,on,1,1,1, พื้นผิวของทางเดินต้องเรียบเสมอกันและไม่ลื่น หากมีความต่างระดับกันไม่เกิน 2 ซม. ให้ปาดมุมไม่เกิน 45 องศา หากต่างระดับกันเกิน 2 ซม. ควรยกพื้นให้เสมอกันหรือมีทางลาดที่ได้มาตรฐาน (ความลาดเอียงไม่เกิน 5 องศา),,,-,,,,D,2,D2,มีความต่างระดับเกิน 2 ซม. และมีทางลาด แต่มีความเอียงเกิน 1:8 (7 องศา),on,,D2 : มีความต่างระดับเกิน 2 ซม. และมีทางลาด แต่มีความเอียงเกิน 1:8 (7 องศา),,,,,,,ไม่เข้าใจ,มีความต่างระดับเกิน 2 ซม. และมีทางลาด แต่มีความเอียงเกิน 1:8,,TRUE
,R18,Q04,R18Q04,สิ่งกีดขวางระดับพื้น,on,2,1,1,1.พื้นทางเดินไม่มีสิ่งกีดขวางในระดับพื้นดิน 2.หากมีสิ่งกีดขวาง แต่ได้วางอยู่ในแนวเดียวกัน และหรือมีพื้นผิวต่างสัมผัสชนิดเตือนก่อนถึงวัตถุห่างไม่น้อยกว่า 30 ซม.,,,ไม่เข้าใจ,"แก้คำเป็น "" 1.พื้นทางเดินไม่มีสิ่งกีดขวางในระดับพื้นดิน 2.หากมีสิ่งกีดขวาง แต่ได้วางอยู่ในแนวเดียวกัน และหรือมีพื้นผิวต่างสัมผัสชนิดเตือนก่อนถึงวัตถุห่างไม่น้อยกว่า 30 ซม.",,,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,,,,,,ผ่าน,,,TRUE
